,Game_Name,Platform,Release_Date,Game_Summary,Meta_Score,Developer,Genre,No._Players,Rating
735,Crash Team Racing,PlayStation,"September 30, 1999",It's a multi-player kart racing game starring your favorite bandicoot CRASH and a host of his friends...and foes! The stakes are high and the competition is fierce. Ready...Set...GO!!!,88,SCEA," Driving, Racing, Kart", 1-4, E
736,DJ Hero 2,Wii,"October 19, 2010",Activision's turntable-based rhythm game is coming back for an encore.,88,Activision," Action, Miscellaneous, Rhythm, Music, Music",None, T
737,Pinball FX 2: Marvel Pinball - Avengers Chronicles,Xbox 360,"June 20, 2012","Marvel Pinball: Avengers Chronicles features a four-table collection with tables based on the Avengers movie and comic crossovers World War Hulk, Infinity Gauntlet, and Fear Itself.",88,Zen Studios," Action, Miscellaneous, Parlor, Pinball, Pinball",None, E
738,Medal of Honor Frontline,PlayStation 2,"May 28, 2002","Head back behind enemy lines with Lt. Jimmy Patterson in Medal of Honor Frontline. In this installment of the smash-hit Medal of Honor series, Lt. Patterson returns and must infiltrate the German frontline to steal the HO-IX flying wing, an experimental Nazi weapon so powerful it could turn the tide of World War II. [Electronic Arts]",88,EA Games," Action, Shooter, First-Person, Historic", 1 Player, T
739,Superbike 2001,PC,"October 9, 2000","Superbike 2001 delivers authentic Superbike racing from Superpole qualifying to the championship rounds. With the all new Training mode, novice riders are smoothly brought up to speed, while real telemetry and enhanced race management options give sim racing fans even more authenticity. [EA Sports]",88,EA Sports," Driving, Racing, Simulation, Motorcycle, Automobile, Street, Street", 1-6, E
740,Ultimate Fighting Championship,Dreamcast,"August 29, 2000","The Ultimate Fighting Championship (UFC) is the premier mixed martial arts event in the world. There are no flying chairs or unrealistic moves. Spectators expect and demand to see true-to-life combat. Now, the ultimate fighting event comes to the Dreamcast as the most realistic fighting game ever created.",88,Crave," Action, Fighting, 3D",None, T
741,Wolfenstein II: The New Colossus,Xbox One,"October 27, 2017","Wolfenstein II: The New Colossus is the highly anticipated sequel to the critically acclaimed, Wolfenstein: The New Order developed by the award-winning studio MachineGames. An exhilarating adventure brought to life by the industry-leading id Tech 6, Wolfenstein II sends players to Nazi-controlled America on a mission to recruit the boldest resistance leaders left. Fight the Nazis in iconic American locations, equip an arsenal of badass guns, and unleash new abilities to blast your way through legions of Nazi soldiers in this definitive first-person shooter. America, 1961. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka Terror-Billy, member of the Resistance, scourge of the Nazi empire, and humanitys last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution.",88,Bethesda Softworks," Action, Shooter, First-Person, Arcade", No Online Multiplayer, M
742,Mario Kart 8,Wii U,"May 30, 2014","Mario Kart 8 introduces new racing circuit designs and antigravity karts that will have players driving upside down. Players will also enjoy a variety of series-favorite features, including the return of 12-player online competitive play, hang-gliders, underwater racing and motorbikes.",88,Nintendo," Driving, Racing, Arcade, Kart, Kart, Automobile", Up to 12, E
743,Super Mario Maker,Wii U,"September 11, 2015","Play a countless number of intensely creative Super Mario levels from players around the globe. It’s easy enough to create your own levels with the Wii U GamePad controller that it may feel like you’re simply sketching out your ideas on paper, but you can now bring enemies and objects into a playable course in ways you could only consider before. Violate the conventions of traditional Super Mario gameplay by blending enemies, traps and items into unexpected twists, like Piranha Plant-shooting cannons, power-up-tossing Lakitus, or even Hammer Bros. riding on Bowser while bouncing on trampolines.",88,Nintendo," Action, Platformer, 2D", No Online Multiplayer, E
744,NHL 11,PlayStation 3,"September 7, 2010","Celebrating its 20th year, the franchise that captured 22 ‘Sports Game of the Year’ awards has raised the bar yet again with NHL® 11. Powered by an all-new Real-Time Physics Engine, NHL 11 lets you create highlight reel moments as you experience adrenaline-pumping NHL action with bigger hits, broken sticks, and faster dangles. Whether you’re beginning your career in the Canadian Hockey League, dominating rivals in the EA SPORTS Hockey League, or assembling Hockey’s Ultimate Team, any moment can be a ‘WOW’ moment with NHL 11.",88,Electronic Arts," Sports, Traditional, Team, Ice Hockey, Sim, Sim",None, E10+
745,Divinity: Original Sin Enhanced Edition,Xbox One,"October 27, 2015","Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon!

Embark upon a journey with up to three companions as you bend the very fabric of time, where what seems like the case of a simple murder unravels into hours of quests facing fiendish foes, magical polymorphs, and dastardly bosses. As a Source Hunter, master the elements and use the environment to your advantage in dynamic combats mixing weather and magic to explode, poison, electrify, freeze and burn your enemies!",88,"Focus Home Interactive , Maximum Games"," Role-Playing, Action RPG, Western-Style", 2, M
746,Dead Space,PlayStation 3,"October 13, 2008","In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]",88,Electronic Arts," Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade", No Online Multiplayer, M
747,Tekken 5,PlayStation 2,"February 24, 2005","Classic Tekken fighters like Nina Williams, Marshall Law and Paul Phoenix match fists with 3 Iron Fist Tournament newcomers: Asuka Kazama, Raven and Feng Wei. Face off in lush, interactive environments. Hurl your opponent into destructible objects and walls to deal massive damage. Dig in to the most customizable Tekken game ever. Earn fight money and use your winnings to outfit your characters with shades, hats, alternate costumes, secret items and more. Battle your way through an intense, action-adventure side-story. Rebuilt from the ground up, Tekken 5's graphics engine delivers the most exquisite visuals yet to PS2 3D fighting fans. Stunning CG ending movies reward victorious combatants. [Namco]",88,Namco," Action, Fighting, 3D", 1-2, T
748,F.E.A.R.,PC,"October 17, 2005","F.E.A.R. (First Encounter Assault and Recon), is an intense first person close-quarters combat experience with rich atmosphere and an engaging storyline. The story begins as an unidentified paramilitary force infiltrates a multi-billion dollar aerospace compound. The government responds by sending in Special Forces, but loses contact as an eerie signal interrupts radio communications. When the interference subsides moments later, the team has been literally torn apart. As part of a classified strike team created to deal with threats no one else can handle, your mission is simple: Eliminate the intruders at any cost. Determine the origin of the signal. And contain this crisis before it spirals out of control. [Vivendi Universal]",88,VU Games," Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade", No Online Multiplayer, M
749,Psychonauts,Xbox,"April 19, 2005","Psychonauts are operatives that possess psychic powers. When a crazy scientist begins abducting Psychonauts for their brains, it's up to you to put an end to it once and for all. Playing as new cadet Raz, you must develop your paranormal powers, which include telekinesis, fire-starting, clairvoyance, and telepathy. Enter the minds of other people to collect figments of their imaginations, to resolve their emotional problems, and to unlock their memory vaults. As you progress in your missions, you'll earn even more psychic powers that will help you solve a variety of puzzles.",88,Majesco Games," Action, Platformer, 3D", 1 Player, T
750,The Binding of Isaac: Rebirth,PlayStation 4,"November 4, 2014","Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac’s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety.",88,Nicalis," Horror, Action, Action Adventure, Shooter, Survival, Shoot-'Em-Up, Top-Down",None, M
751,Tony Hawk's Pro Skater 1 + 2,PC,"September 4, 2020","Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.",88,Activision," Sports, Individual, Skate / Skateboard", Up to 8, T
752,FIFA 14,Xbox One,"November 19, 2013","Shooting has been transformed. Players now have the intelligence to adjust their stride and approach angle to find the best position for hitting the back of the net. Well-hit balls feel satisfying and goals are rewarding. As well as quality strikes, players can now shoot while off balance or rushed.",88,EA Sports," Sim, Sports, Traditional, Team, Soccer, Sim", Up to 22, E
753,NHL 10,Xbox 360,"September 15, 2009","The NHL franchise that has won 19 sports game of the year awards over the past two years begins a new era with gameplay innovations that promise to deliver a new standard of toughness, the emotion of playoff hockey on the ice and in the arena, and over 200 gameplay refinements that replicate the skill and finesse that every fan sees throughout the NHL playoffs. A new first-person fighting engine enables players to trade punches with an NHL tough guy. Feel what its like to be on the ice in the skates of an NHL player to throw and dodge punches. Grab and tug an opponent's jersey to land a punch that ignites the fans and sparks your team to victory. Challenge a skill player and an opposing team tough guy will step in to settle the score. On ice toughness and intimidation is taken to a new level in NHL 10 where winning one-on-one battles for possession of the puck along the boards becomes a test of will and skill. Utilizing an all-new board physics engine, players can use their body to shield the puck on the boards and then kick-pass it to teammates. Bigger, stronger players pin opponents to the boards while fanatical fans bang on the glass, just like real life. Fore-check defenders, pressure the puck and finish checks to intimidate your opponent into mistakes. Players fatigue, bobble passes, and avoid collisions under threat of constant physical pressure. Inspire teammates, ignite the fans and change the momentum of a game by instigating scrums, drawing penalties, and mixing it up - all after the referee blows the whistle! [Electronic Arts]",88,EA Sports," Sports, Traditional, Team, Ice Hockey, Sim, Sim",None, E10+
754,BioShock 2,Xbox 360,"February 9, 2010","Set approximately 10 years after the events of the original BioShock, the halls of Rapture once again echo with sins of the past. Along the Atlantic coastline, a monster has been snatching little girls and bringing them back to the undersea city of Rapture. You are the very first Big Daddy as you travel through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival. Multiplayer in BioShock 2 provides a rich prequel experience that expands the BioShock gameplay. Set during the fall of Rapture, players assume the role of Plasmid test subject in the underwater city that was first explored in the original BioShock. Players will need to use all the elements of the game's toolset to survive as the full depth of the BioShock experience is refined and transformed into a unique multiplayer experience that can only be found in Rapture. [2K Games]",88,2K Games," Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade", Up to 10, M
755,Kerbal Space Program,PC,"April 27, 2015","In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science.",88,"SQUADTeam , Squad"," Sci-Fi, Small Spaceship, Small Spaceship, Simulation, Space, Combat", No Online Multiplayer,None
756,Tribes 2,PC,"March 28, 2001","The sequel to Sierra's multiplayer phenomenon ""Starsiege: Tribes,"" 1999's 360 degree, team-based first-person shooter, ""Tribes 2"" lets up to 64 gamers simultaneously battle online in 40th century outdoor environments.",88,Sierra Entertainment," Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",None, T
757,Age of Empires II: The Conquerors Expansion,PC,"August 24, 2000","The official add-on to the best-selling, real-time strategy game ""Age Of Empires II: The Age Of Kings"" challenges veterans and novices to wage war on an epic scale with all-new civilizations, unique units and technologies, and campaigns based on infamous conquerors, such as Attila the Hun, El Cid, and Montezuma.  [Microsoft]",88,Microsoft Game Studios," Strategy, Real-Time, Historic, Historic, Command", 1-8, T
758,Diddy Kong Racing,Nintendo 64,"November 24, 1997","Timber the Tiger's parents picked a fine time to go on vacation. When they come back, they're going to be faced with an island trashed by the spiteful space bully Wizpig - unless the local animals can do something about it! So join Diddy Kong as he teams up with Timber the Tiger, Pipsy the Mouse and Taj the Genie in an epic racing adventure unlike anything you've ever experienced before!",88,Nintendo," Driving, Racing, Kart", 1-4, E
759,Star Fox 64,Nintendo 64,"July 1, 1997",The Lylat system has been invaded! Join Fox McCloud and his Star Fox team as they fight to save the galaxy from the clutches of the evil Andross. Travel to many different 3-D worlds. Battle the enemy in the air and on the ground and listen in as Fox McCloud interacts with a cast of characters.,88,Nintendo," Action, Shooter, Rail", 1-4, E
760,NHL 09,Xbox 360,"September 9, 2008","NHL 09 builds on the momentum of last year, with innovative controls, added depth and new features designed to help newcomers jump into the series. The Skill Stick System evolves to bring an unparalleled level of control to the defensive side of the puck. The all new Defensive Skill Stick gives you the ability to sweep your stick to block passing lanes and lift an opponent's stick to prevent one-timers. Take your game online with 6 vs.6 team play, where 12 people can play together on 12 different consoles around the world. With new teams from the Russian, Czech Republic and German Elite leagues, NHL 09 connects hockey fans around the globe like never before. Players new to the series can now shoot, pass and check with ease. NHL 09 features Be A Pro, a game mode that puts you on the ice with a dynamic new 3rd person camera that allows you to play the role of one player. With a performance tracker grading your progress in more than 50 categories, you know exactly where you need to improve to become the next NHL superstar. [Electronic Arts]",88,Electronic Arts," Sports, Traditional, Team, Ice Hockey, Sim, Sim",None, E10+
761,Ori and the Blind Forest: Definitive Edition,Xbox One,"March 11, 2016","Ori and the Blind Forest: Definitive Edition delivers a multitude of new areas, difficulty options, and gameplay upgrades that should appeal to both new and seasoned Ori players.",88,Microsoft Game Studios," Action, Platformer, 2D", No Online Multiplayer, E
762,NieR: Automata,PlayStation 4,"March 7, 2017","NieR Producer Yosuke Saito, director Taro Yoko and composer Keiichi Okabe return, teaming up with character designer Akihiko Yoshida and PlatinumGames to present the next entry in the saga – NieR: Automata.",88,Square Enix," Role-Playing, Action RPG", No Online Multiplayer, M
763,Meteos,DS,"June 28, 2005","""Rez"" creator Tetsuya Mizuguchi brings us Meteos - a curious blend of block-dropping puzzle action with other gameplay elements with the goal to launch all of one's blocks into orbit.",88,Nintendo," Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching", 1-4, E
764,Zero Escape: Virtue's Last Reward,3DS,"October 23, 2012","Zero Escape: Virtue's Last Reward has players taking on the Nonary Game again, as it's back and more deadly than ever.",88,Aksys Games," Adventure, General, General, Visual Novel", No Online Multiplayer, M
765,Dishonored 2,Xbox One,"November 10, 2016","Dishonored 2 takes your protagonist, Corvo Attano or Emily Kaldwin, to the coastal city of Karnaca where the choices you make will have significant impact on the world.",88,Bethesda Softworks," Action Adventure, General", No Online Multiplayer, M
766,NHL 09,PlayStation 3,"September 9, 2008","NHL 09 builds on the momentum of last year, with innovative controls, added depth and new features designed to help newcomers jump into the series. The Skill Stick System evolves to bring an unparalleled level of control to the defensive side of the puck. The all new Defensive Skill Stick gives you the ability to sweep your stick to block passing lanes and lift an opponent's stick to prevent one-timers. Take your game online with 6 vs.6 team play, where 12 people can play together on 12 different consoles around the world. With new teams from the Russian, Czech Republic and German Elite leagues, NHL 09 connects hockey fans around the globe like never before. Players new to the series can now shoot, pass and check with ease. NHL 09 features Be A Pro, a game mode that puts you on the ice with a dynamic new 3rd person camera that allows you to play the role of one player. With a performance tracker grading your progress in more than 50 categories, you know exactly where you need to improve to become the next NHL superstar. [Electronic Arts]",88,Electronic Arts," Sports, Traditional, Team, Ice Hockey, Sim, Sim",None, E10+
767,Rise of the Tomb Raider: 20 Year Celebration,PlayStation 4,"October 11, 2016","Lara Croft embarks on her first Tomb Raiding expedition to the most treacherous and remote regions of Siberia. Rise of the Tomb Raider: 20 Year Celebration also includes the new “Blood Ties” single player content, VR support, new Co-op play for Endurance mode, and more. [Playstation.com]",88,Square Enix," Action Adventure, Linear", 2, M
768,Hyper Light Drifter,Switch,"September 6, 2018","Echoes of a dark and violent past resonate throughout a savage land, steeped in treasure and blood. Hyper Light Drifter is an action adventure RPG in the vein of the best 16bit classics, with modernized mechanics and designs on a much grander scale.

Drifters of this world are the collectors of forgotten knowledge, lost technologies and broken histories. Our Drifter is haunted by an insatiable illness, traveling further into the lands of Buried Time, hoping to discover a way to quiet the vicious disease.",88,Abylight," Role-Playing, Action RPG", No Online Multiplayer, T
769,NHL 10,PlayStation 3,"September 15, 2009","The NHL franchise that has won 19 sports game of the year awards over the past two years begins a new era with gameplay innovations that promise to deliver a new standard of toughness, the emotion of playoff hockey on the ice and in the arena, and over 200 gameplay refinements that replicate the skill and finesse that every fan sees throughout the NHL playoffs. A new first-person fighting engine enables players to trade punches with an NHL tough guy. Feel what its like to be on the ice in the skates of an NHL player to throw and dodge punches. Grab and tug an opponent's jersey to land a punch that ignites the fans and sparks your team to victory. Challenge a skill player and an opposing team tough guy will step in to settle the score. On ice toughness and intimidation is taken to a new level in NHL 10 where winning one-on-one battles for possession of the puck along the boards becomes a test of will and skill. Utilizing an all-new board physics engine, players can use their body to shield the puck on the boards and then kick-pass it to teammates. Bigger, stronger players pin opponents to the boards while fanatical fans bang on the glass, just like real life. Fore-check defenders, pressure the puck and finish checks to intimidate your opponent into mistakes. Players fatigue, bobble passes, and avoid collisions under threat of constant physical pressure. Inspire teammates, ignite the fans and change the momentum of a game by instigating scrums, drawing penalties, and mixing it up - all after the referee blows the whistle! [Electronic Arts]",88,EA Sports," Sports, Traditional, Team, Ice Hockey, Sim, Sim",None, E10+
770,Uncharted: Drake's Fortune,PlayStation 3,"November 16, 2007","A 400-year-old clue in the coffin of Sir Francis Drake sets a modern-day fortune hunter on an exploration for the fabled treasure of El Dorado, leading to the discovery of a forgotten island in the middle of the Pacific Ocean. The search turns deadly when Nathan Drake becomes stranded on the island and hunted by mercenaries. Outnumbered and outgunned, Drake and his companions must fight to survive as they begin to unravel the terrible secrets hidden on the Island.  Using maps and ancient artifacts, uncover clues and unravel mysteries to find a forgotten island and a treasure that was thought to have never existed. Explore exotic locations. Traverse through living jungles and spectacular 400-year-old ruins.  Drake's companions and allies play an important role in the adventure through cooperative mechanics, gun play and exploration. Experience fast-paced gunplay: use a variety of environmental elements for cover, shoot enemies off of moving vehicles in high speed chases and more. Use an array of hand-to-hand fighting moves to put your enemy off balance. Anything from wild haymaker punches to running drop-kicks. Naughty Dog's advanced animation techniques allow Nathan to switch seamlessly between movements and achieve a whole new level of believability in gameplay. Nathan can reload his weapon while dodging bullets and find cover behind a wall, all in one smooth natural motion. [SCEA]",88,SCEA," Action Adventure, Modern, Modern, Linear", No Online Multiplayer, T
771,Ori and the Will of the Wisps,PC,"March 11, 2020","The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",88,Microsoft Game Studios," Action, Platformer, 2D", No Online Multiplayer, E
772,The Banner Saga 3,Xbox One,"July 26, 2018","The Banner Saga 3 is the epic conclusion to a sweeping viking saga six years in the making. This strategic RPG, acclaimed for its strong story and compelling characters has has won over 20 awards and been nominated for 4 BAFTA awards.",88,Versus Evil," Strategy, Turn-Based, Tactics", No Online Multiplayer, T
773,Tony Hawk's Pro Skater 1 + 2,Xbox One,"September 4, 2020","Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.",88,"Activision , Vicarious Visions"," Sports, Individual, Skate / Skateboard", Up to 8, T
774,Tom Clancy's Rainbow Six Vegas,Xbox 360,"November 20, 2006","The stakes are high when the world's most elite counter-terrorism unit enters Las Vegas, where over 36.7 million men, women and children visit each year. ""Sin City,"" the home of the famous Las Vegas Strip, flashy hotels, high-rolling casinos and world-famous celebrities, becomes the setting for a terrorist threat of global proportions. What happens when one of the world's most famous cities is held hostage by terrorists? [Ubisoft]",88,Ubisoft," Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern", 1-16, M
775,Super Street Fighter II Turbo HD Remix,Xbox 360,"November 26, 2008","[Xbox Live Arcade]  The original MMA series is back! Super Street Fighter II Turbo HD Remix receives a whole new look while improving on the innovative fighting system of the original game. Updated with 1080p HD redrawn art, widescreen support and remixed music, SSFHD Remix offers a unique experience appealing to new fans and Street Fighter purists alike. Play at home versus a friend or test your skills online. A new Remixed mode incorporates new techniques for your favorite characters, and the original Super Street Fighter II Turbo mode is built-in for those who want to revisit the game's old school gameplay. [Capcom]",88,"Capcom , Microsoft"," Action, Fighting, Fighting, 2D, 2D", 2 Online, T
776,Tiger Woods PGA Tour 2005,Xbox,"September 20, 2004","Challenge professional golfer Tiger Woods to challenging matches in Tiger Woods PGA Tour 2005. This time, you can modify course dynamics and add longer trees, tighter fairways, undulations to greens, deeper bunkers, and more. The game's EA Sports Game Face features nonproportional bone scaling and texture blending to provide more realistic looks. After creating your own golfer and making a name for yourself, unlock the chance to tee off against some of golf's greatest legends, including Arnold Palmer, Jack Nicklaus, and Ben Hogan.",88,EA Sports," Sports, Traditional, Golf, Sim", 4 Online, E
777,Tiger Woods PGA Tour 2004,PC,"September 22, 2003","With the revolutionary new EA SPORTS Game Face, you can build yourself from scratch and take on the pros while improving your skills with each solid performance. Play as or against over a dozen top pros, including Tiger Woods, Vijay Singh, Justin Leonard, and new golfers like John Daly and Adam Scott. Five new courses have been added to all the old favorites like Pebble Beach Golf Links and St Andrews Golf Links. Graphical and gameplay enhancements mean more ball control and more realistic weather and terrain conditions. Expanded Career Mode lets you take your golfer through a World Tour to earn money and sponsorships. Go online for matches and tournaments, and climb the leaderboards. [EA Sports]",88,EA Sports," Sports, Traditional, Individual, Golf, Sim, Sim", 1-8, E
778,Warcraft III: The Frozen Throne,PC,"July 1, 2003","The Frozen Throne provides gamers with a vast new chapter in the epic Warcraft saga. In the single-player campaign, players revisit the war-torn world of Azeroth. Several months have passed since Archimonde and the Burning Legion were defeated at the battle of Mount Hyjal, yet a new threat has arisen throughout the land. One new Hero per race, each possessing powerful spells and magical abilities. A host of new units, each equipped with new abilities and spells, giving players the opportunity to create diverse strategic and tactical forms of combat. Player-built shops, unique for each race, equipped with items carefully designed to improve and aid the units of every race. Neutral Heroes, available for recruitment by all players, that can supplement and strengthen a player's army with all new spells and abilities. Expanded multiplayer options over Battle.net including multiple new game types, clan and tournament support. [Blizzard]",88,Blizzard Entertainment," Strategy, Real-Time, Fantasy, General, Fantasy", 1-12, T
779,Tiger Woods PGA Tour 2003,Xbox,"October 27, 2002","From towering drives to picture-perfect putts, the essence of golf has been captured in Tiger Woods PGA Tour 2003.  The game features plenty of challenging courses such as Pebble Beach Golf Links and Royal Birkdale.  Plus, you can choose from a variety of professional golfers, each with their own strengths and weaknesses.  Hit the course as Tiger Woods or put your skills up against his in a one-on-one showdown, but either way, be prepared to bring your best game.",88,Electronic Arts," Sports, Traditional, Golf, Sim", 1-4, E
780,Tactics Ogre: The Knight of Lodis,Game Boy Advance,"May 11, 2002","Under the watchful eye of the Holy Lodis Empire, strange things are happening on the island of Ovis. Powerful forces have been set in motion, but their motives are masked by political intrigue. It is your mission to investigate these occurrences and discover the true intentions of those involved. The ending of the game will depend on the actions that the main character, Alphonse, takes. You will make many revelations as you proceed, but you must survive the unrelenting battles and cultivate your characters' abilities to unveil the ultimate truth.",88,Atlus Co.," Strategy, Turn-Based, Fantasy", 1-2, E
781,Starcraft,PC,"March 31, 1998","In the distant future a small group of human exiles have been doomed to fight for survival on the edge of the galaxy. Through military strength, espionage and deceit, a unified Terran government has maintained an uneasy peace. As resources run short, however, these Confederate nations find themselves looking towards the rich worlds of their alien neighbors, the enigmatic Protoss. To further complicate matters, it seems that a previously unknown and deadly species known only as the Zerg has entered Protoss space and is destroying everything in its path. The time for war has come... As the military leader for your species, you must gather the resources you need to train and expand your forces and lead them to victory. 30 unique missions will challenge you across three different campaigns as you control the fate of the galaxy.",88,Blizzard Entertainment," Strategy, Real-Time, Sci-Fi, Sci-Fi, Command", 1-8, T
782,Assassin's Creed IV: Black Flag,PlayStation 3,"October 29, 2013","The year is 1715. Pirates rule the waters of the Caribbean and have established a lawless Republic. Among these outlaws is a lethal young captain named Edward Kenway. His notorious exploits earn the respect of legends like Blackbeard, but draw him into an ancient war that may destroy everything the pirates have built for themselves.",88,Ubisoft," Action Adventure, Historic, Historic, Open-World", Up to 8, M
783,Battlefield: Bad Company 2,PlayStation 3,"March 2, 2010","In this installment, the Bad Company crew again find themselves in the heart of the action, where they must use every weapon and vehicle at their disposal to survive. In Battlefield: Bad Company 2, the 'B' company fight their way through snowy mountaintops, dense jungles and dusty villages. With a heavy arsenal of deadly weapons and a slew of vehicles to aid them, the crew set off on their mission and they are ready to blow up, shoot down, blast through, wipe out and utterly destroy anything that gets in their way. Total destruction is the name of the game, delivered as only the DICE next generation Frostbite engine can. [Electronic Arts]",88,EA Games," Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade", Up to 24, M
784,The Last of Us: Left Behind,PlayStation 3,"February 14, 2014","Ellie returns as new light is shed on her relationship with Riley, her best friend from the military boarding school in which they both grew up. After inexplicably disappearing for weeks, Riley reappears in Ellie’s life with a surprising revelation. The two sneak out of their school for the last time, leading to a series of events that might forever change their lives.",88,SCEA," Action Adventure, General, Modern", Up to 8, M
785,Far Cry 3,PC,"December 4, 2012","With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.",88,Ubisoft," Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade", Up to 4, M
786,Tiger Woods PGA Tour 10,Wii,"June 8, 2009","Tiger Woods PGA Tour 10 takes golf fans inside-the-ropes to experience the drama and emotion of tournament golf. In addition, the U.S. Open, a USGA championship, and the USGA’s Rules of Golf is available in Tiger Woods PGA Tour 10 for the first time in franchise history. As you hear the roar of the crowd from the next hole over, can you handle the mounting pressure while you stand over your tournament-winning putt? Expanded crowds surround every hole; adding to the tension and excitement of each shot. A first for the franchise, real-time weather is reflected on every course, ensuring the in-game experience matches that of the current weather conditions. Tiger Woods PGA Tour 10 also features a television broadcast style presentation, which include instantaneous updates and a new announcer team of ESPN’s Scott Van Pelt and the Golf Channel’s Kelly Tilghman. [Electronic Arts]",88,Electronic Arts," Sports, Traditional, Individual, Golf, Sim, Sim", 1-4, E
787,DOOM Eternal,Xbox One,"March 19, 2020","DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",88,Bethesda Softworks," Action, Shooter, First-Person, Arcade", Up to 3, M
788,Star Wars Pinball: Balance of the Force,Xbox 360,"October 16, 2013","Feel the disturbance in the Force in Star Wars Pinball: Balance of the Force, featuring three brand new Star Wars pinball tables. The pack includes Star Wars: Episode VI Return of the Jedi, Starfighter Assault, and a table dedicated to Darth Vader.",88,Zen Studios," Action, Miscellaneous, Parlor, Pinball, Pinball", 1 Player, E10+
789,World Soccer Winning Eleven 8 International,PC,"February 16, 2005","Winning Eleven 8 once again raises the bar with in-depth gameplay, improved realism and increased control. The game now features all the teams from the Italian, Spanish and Dutch leagues under the official license. Featuring 136 club teams and 57 national teams, Winning Eleven 8 offers gamers control of up to 4,500 of the world's greatest soccer players. The game introduces a wealth of new moves and tricks including new free kick and penalty kick techniques, an innovative indirect free kick move and a new dribbling system that offers more control as gamers go one-on-one and try to pass opposing players. Also featured is the first-ever on-screen referee in the history of the series. Boasting an enhanced ref AI, the referee will run up and down the field reacting realistically and instinctively to fouls, giving advantage for minor infringements and even stepping in to calm things down when the action gets heated. Winning Eleven 8 also features improvements to the popular Master League, which now has more strategy through player development and injury, and a new 'My Best Eleven' option so fans can save their greatest teams. [Konami]",88,Konami," Sports, Traditional, Team, Soccer, Sim, Sim", 1-8, E
